num_departement,commune,siret,denomination,nom,enseigne,adresse,date_creation,tranche_eff
44,MAUVES SUR LOIRE,33034720400126,LYS GESTION,LYS GESTION,,8 Avenue de l'Alberge 44470 Mauves-sur-Loire,1984,
44,BATZ SUR MER,34073382300017,HOTEL LES EMBRUNS,HOTEL LES EMBRUNS,,Rue du Croisic 44740 Batz-sur-Mer,1987,NN
44,BAULE ESCOUBLAC (LA),32932446100014,STE HOSTELLIERE DU BOIS,STE HOSTELLIERE DU BOIS,,65 Avenue Louis Lajarrige 44500 La Baule-Escoublac,1984,NN
44,NANTES,44460371600036,BELLE ILE,BELLE ILE,,11 Rue Fourcroy 44000 Nantes,2002,
44,SAINT NAZAIRE,44902692100014,COUDRAY*GRAVE/MICHELINE IDA/,MADAME MICHELINE GRAVE,,48 Rue des Halles 44600 Saint-Nazaire,2003,NN
44,SAINT MICHEL CHEF CHEF,44927717700019,LE DIMET*MARTINE/,MADAME MARTINE LE DIMET,,2 Avenue de Bretagne 44730 Saint-Michel-Chef-Chef,2003,NN
44,SAINT ANDRE DES EAUX,41070565100017,MONTRE*CHRISTOPHE/,MONSIEUR CHRISTOPHE MONTRE,,Le Golf de Saint Denac 44117 Saint-André-des-Eaux,1996,NN
44,CELLIER (LE),41882274800053,COTTIN*LAURENT/,MONSIEUR LAURENT COTTIN,,104 Route de Saint-mars 44850 Le Cellier,1998,
44,SAINT ANDRE DES EAUX,41437666500017,LE DAUPHIN,LE DAUPHIN,,Le Petit Brangouré - St-denac 44117 Saint-André-des-Eaux,1997,NN
44,BATZ SUR MER,45230233400019,LA BRISE DE MER,LA BRISE DE MER,,12 Rue de l'Atlantique 44740 Batz-sur-Mer,2004,NN
44,BLAIN,48373285500018,LE GRAND CERF,LE GRAND CERF,,22 Rue de Nantes 44130 Blain,2005,NN
44,SAINT ANDRE DES EAUX,39835046200014,YSAFIL,YSAFIL,,Le Golf de Saint Denac 44117 Saint-André-des-Eaux,1994,NN
44,SAINT ANDRE DES EAUX,39860975000011,JBL2,JBL2,,Le Golf de Saint Denac 44117 Saint-André-des-Eaux,1994,NN
44,NANTES,39892635200012,LES TROIS VALLEES,LES TROIS VALLEES,,17 Avenue Camus 44000 Nantes,1994,NN
44,SAINT ANDRE DES EAUX,39945133500018,EURL IROISE,EURL IROISE,,Route de Saint-denac 44117 Saint-André-des-Eaux,1994,NN
44,NANTES,40199597200031,SARL LEMOTEL,SARL LEMOTEL,,345 Route de Sainte Luce 44300 Nantes,1995,NN
44,PORNICHET,39425084900012,COMPAGNIE FINANCIERE HOTELIERE ET TOURISTIQUE,COMPAGNIE FINANCIERE HOTELIERE ET TOURISTIQUE,,Avenue Louis Barthou 44380 Pornichet,1993,NN
44,PALLET (LE),39485697500013,ADRIA,ADRIA,,La Cognardiere 44330 Le Pallet,1993,NN
44,NANTES,39523413100039,CENTAUR,CENTAUR,,16 Avenue Camus 44000 Nantes,1994,
44,FROSSAY,38385178900032,SAINTE THERESE,SAINTE THERESE,,2 Rue de Bel Air 44320 Frossay,1991,
44,PONTCHATEAU,38528744600012,AUBERGE DU CALVAIRE,AUBERGE DU CALVAIRE,,6 Route de la Brière-le Calvaire 44160 Pontchâteau,1992,NN
44,MEILLERAYE DE BRETAGNE (LA),35316545900010,ASSOCIATION MELLERAY ACCUEIL PARTAGE,ASSOCIATION MELLERAY ACCUEIL PARTAGE,,Abbaye de Meilleray 44520 La Meilleraye-de-Bretagne,1989,NN
44,VALLONS DE L'ERDRE,42878450800015,CAPRI,CAPRI,,5 Rue du Château 44540 Vallons-de-l'Erdre,1999,NN
44,SAINT ANDRE DES EAUX,42363404700017,LLL,LLL,,Le Petit Brangouré - St-denac 44117 Saint-André-des-Eaux,1999,NN
44,SAINT ANDRE DES EAUX,42416016600015,CA VI AL,CA VI AL,,Le Petit Brangouré - St-denac 44117 Saint-André-des-Eaux,1999,NN
44,SAINT BREVIN LES PINS,43038887600012,OCEAN AVENUE,OCEAN AVENUE,,224 Avenue Raymond Poincaré 44250 Saint-Brevin-les-Pins,2000,NN
44,SAINT LYPHARD,31315691100015,PEBAY-ARNAUNE*YVES/,MONSIEUR YVES PEBAY ARNAUNE,,Kerhinet 44410 Saint-Lyphard,1978,NN
44,CARQUEFOU,30285293400017,CHRETIEN*ARSENE/,MONSIEUR ARSENE CHRETIEN,,Le Petit Billiou 44470 Carquefou,1900,NN
44,CHAPELLE SUR ERDRE (LA),39921754600015,MICHEL ET MICHELE VERNET ORGANISATION,MICHEL ET MICHELE VERNET ORGANISATION,,12 Avenue des Prairies 44240 La Chapelle-sur-Erdre,1994,NN
44,SAINT ANDRE DES EAUX,42133425100012,SOFAFLERS,SOFAFLERS,,Golf International Barrière La Baule (Terrain de golf) Saint-André-des-Eaux,1998,NN
44,NORT SUR ERDRE,53296507600021,LORRY*TYPHEN/,MADAME TYPHEN LORRY,HOTEL DU COMMERCE,6 Place du Champ de Foire 44390 Nort-sur-Erdre,2011,NN
44,NANTES,52972282900015,OTELISSIM,OTELISSIM,,7 Rue Crucy 44000 Nantes,2011,NN
44,CHAPELLE SUR ERDRE (LA),79320096500010,WEST EVENTS PORNIC LA RIA,WEST EVENTS PORNIC LA RIA,,30 Rue de l'Europe 44240 La Chapelle-sur-Erdre,2013,NN
44,NANTES,82087176200010,S B M A,S B M A,,46 bis Rue des Hauts Pavés 44000 Nantes,2016,
44,BAULE ESCOUBLAC (LA),75184979500016,EURL CARINI,EURL CARINI,HOTEL DE PARIS,138 Avenue des Ondines 44500 La Baule-Escoublac,2012,NN
44,SAINT NAZAIRE,47999387500026,MARQUET,MARQUET,HOTEL LE DAUPHIN,33 Rue Jean Jaurès 44600 Saint-Nazaire,2004,NN
44,CHATEAUBRIANT,34518804900018,GAUVIN*THERY/MICHELLE/,MADAME MICHELLE THERY,,2 Place Ernest Bréant 44110 Châteaubriant,1988,NN
44,SAINT ANDRE DES EAUX,41484683200015,SARL BLAISOT,SARL BLAISOT,,Le Petit Brangouré - St-denac 44117 Saint-André-des-Eaux,1997,NN
44,SAINT ANDRE DES EAUX,40895227300014,ILTIS*FABRICE/,MONSIEUR FABRICE ILTIS,,Le Golf de Saint Denac 44117 Saint-André-des-Eaux,1994,NN
44,NANTES,45221611200022,CHANT BRETON,CHANT BRETON,,41 Rue de Richebourg 44000 Nantes,2004,
44,BERNERIE EN RETZ (LA),44283620100016,P3M,P3M,,Rue de la Noue Fleurie 44760 La Bernerie-en-Retz,2002,NN
44,MACHECOUL SAINT MEME,44335614200010,LE CHAMP FLEURI,LE CHAMP FLEURI,,20 Le Champ Fleury 44270 Machecoul-Saint-Même,2002,NN
44,NANTES,43505104000028,EURL JANFRANK,EURL JANFRANK,,16 Avenue des Sulkies 44300 Nantes,2001,
44,ERBRAY,38475218400018,HOSTELLERIE DE LA FERRIERE,HOSTELLERIE DE LA FERRIERE,,Rue du Commun de la Motte 44110 Erbray,1992,NN
44,SAINT ANDRE DES EAUX,39945590600012,HERY,HERY,,Le Parc de la Jubine - St-denac 44117 Saint-André-des-Eaux,1994,NN
44,SAINT ANDRE DES EAUX,39974300400018,COTE OUEST,COTE OUEST,,Impasse du Four à Pain 44117 Saint-André-des-Eaux,1994,NN
44,BATZ SUR MER,38172849200012,HOLDING SEPT OUEST,HOLDING SEPT OUEST,,4 Route de la Govelle 44740 Batz-sur-Mer,1991,NN
44,MISSILLAC,35270162700023,MOREAU*GUY/,MONSIEUR GUY MOREAU,,12 Rue du Patureau 44780 Missillac,1990,
44,GUERANDE,50386918200017,LES VOYAGEURS,LES VOYAGEURS,,12 Boulevard de l'Abreuvoir 44350 Guérande,2008,NN
44,MISSILLAC,51299781800020,YAREWEN,YAREWEN,,La Briandais 44780 Missillac,2009,
44,BOUGUENAIS,81203352000014,LES VIVIERS,LES VIVIERS,LES VIVIERS,56 Rue de la Pierre 44340 Bouguenais,2015,NN
44,BAULE ESCOUBLAC (LA),79259320400011,SARL LA CLOSERIE,SARL LA CLOSERIE,LA CLOSERIE,173 Avenue du Maréchal de Lattre de Tassigny 44500 La Baule-Escoublac,2013,NN
44,NANTES,85780310000026,LOQUET ET COMPAGNIE,LOQUET ET COMPAGNIE,,3 bis Avenue de la Côte d'Or 44300 Nantes,1957,NN
44,BAULE ESCOUBLAC (LA),00578096000117,SOCIETE IMMOBILIERE TOURISTIQUE ET HOTELIERE DE LA BAULE EN ABREGE SITH LA BAULE,SOCIETE IMMOBILIERE TOURISTIQUE ET HOTELIERE DE LA BAULE EN ABREGE SITH LA BAULE,HOTEL HERMITAGE,5 Esplanade Lucien Barrière 44500 La Baule-Escoublac,1957,21
44,PORNIC,35154196600021,LA SOURCE,LA SOURCE,,Rue de la Source 44210 Pornic,1989,22
44,PORNICHET,38164118200047,THALABAULE,THALABAULE,,1 Avenue Léon Dubas 44380 Pornichet,1991,22
44,BOUGUENAIS,34515732500027,HOTELIERE CHATEAU BOUGON,HOTELIERE CHATEAU BOUGON,OCEANIA,1 Rue Pierre Latécoère 44340 Bouguenais,1988,21
44,SAINT NAZAIRE,32329855400011,SOCIETE HOTELIERE DE L'AQUILON,SOCIETE HOTELIERE DE L AQUILON,,2 Rue Michel Ange 44600 Saint-Nazaire,1981,12
44,NANTES,49749875800018,HOTEL VERNET,HOTEL VERNET,,46 bis Rue des Hauts Pavés 44000 Nantes,2007,
44,NANTES,39855343800027,SOCIETE NANTAISE L'HOTEL DE FRANCE SNHF,SOCIETE NANTAISE L HOTEL DE FRANCE SNHF,OCEANIA HOTEL DE FRANCE NANTES,24 Rue Crébillon 44000 Nantes,1994,12
44,BAULE ESCOUBLAC (LA),39092836400012,HOTEL MAJESTIC,HOTEL MAJESTIC,HOTEL RESTAURANT MERCURE MAJESTIC,2 Avenue de la Tour 44500 La Baule-Escoublac,1993,12
44,NANTES,38337925200026,HOTEL DE NANTES,HOTEL DE NANTES,,3 Rue de Valmy 44000 Nantes,1991,12
44,PORNICHET,38048701700010,IMMHOTEL,IMMHOTEL,,66 Boulevard des Océanides 44380 Pornichet,1990,12
44,PLAINE SUR MER (LA),31377774000017,HOTEL RESTAURANT ANNE DE BRETAGNE,HOTEL RESTAURANT ANNE DE BRETAGNE,,Boulevard de la Tara 44770 La Plaine-sur-Mer,1978,12
44,SAINT HERBLAIN,32177540500012,SOCIETE HOTEL GRIL NANTES SAINT-HERBLAIN,SOCIETE HOTEL GRIL NANTES SAINT HERBLAIN,,Boulevard Marcel Paul 44800 Saint-Herblain,1981,12
44,ANCENIS,48849607600016,DOMAINE DES LYS,DOMAINE DES LYS,,Le Moulin de la Guere 44150 Ancenis-Saint-Géréon,2006,12
44,CARQUEFOU,51901034200029,NMH,NMH,,4 Allée des Sapins 44470 Carquefou,2009,12
44,NANTES,83109711800010,KARMA RESORTS FRANCE,KARMA RESORTS FRANCE,,1 Rue du Guesclin 44000 Nantes,2017,
44,NANTES,87080050500014,HOTEL DE LA VENDEE,HOTEL DE LA VENDEE,IBIS STYLES,8 Allée Commandant Charcot 44000 Nantes,1970,12
44,REZE,52150878800028,SOCIETE NANTAISE HOTELIERE QUATRE,SOCIETE NANTAISE HOTELIERE QUATRE,,1 Rue de l'Île Macé 44400 Rezé,2010,12
44,BAULE ESCOUBLAC (LA),79074934500027,LE SAINT-CHRISTOPHE - LA BAULE,LE SAINT CHRISTOPHE LA BAULE,HOTEL RESIDENCE SAINT CHRISTOPHE,1 Avenue des Alçyons 44500 La Baule-Escoublac,2013,12
44,CARQUEFOU,79184604100030,MAUBREUIL,MAUBREUIL,,12 Allée de Maubreuil 44470 Carquefou,2013,12
44,SAINT HERBLAIN,81898422100015,LE PHOENIX,LE PHOENIX,LE COLISEE,29 Rue Bobby Sands 44800 Saint-Herblain,2016,12
44,NANTES,56213588900029,HOTEL EDOUARD 7,HOTEL EDOUARD 7,,46 bis Rue des Hauts Pavés 44000 Nantes,1956,
44,NANTES,48400344700014,NANT'HOTEL LOIRE,NANT HOTEL LOIRE,NOVOTEL,1 Boulevard des Martyrs Nantais de la Résistance 44200 Nantes,2005,12
44,NANTES,40457969000011,STE NANTAISE HOTELLERIE CENTRE -SNH 2,STE NANTAISE HOTELLERIE CENTRE SNH 2,,50 Quai Malakoff 44000 Nantes,1996,12
44,BOUGUENAIS,37917679500027,SOCIETE HOTELIERE DU PAYS NANTAIS,SOCIETE HOTELIERE DU PAYS NANTAIS,ESCALE OCEANIA,2 Rue Pierre Latécoère 44340 Bouguenais,1990,12
44,CLISSON,51994887100024,SAINT ANTOINE,SAINT ANTOINE,SAINT ANTOINE,6 Rue Saint-antoine 44190 Clisson,2010,12
44,SAINT SEBASTIEN SUR LOIRE,79939140400032,LHG NANTES,LHG NANTES,CAMPANILE,1 Avenue Jules Verne 44230 Saint-Sébastien-sur-Loire,2013,11
44,ABBARETZ,49076596300015,LE MANOIR DE LA JAHOTIERE,LE MANOIR DE LA JAHOTIERE,,La Placiere 44170 Abbaretz,2006,11
44,PORNICHET,49377260200014,SIMH,SIMH,LE REGENT HOTEL - GRAIN DE FOLIE,150 Boulevard des Océanides 44380 Pornichet,2007,11
44,TRIGNAC,33199614000025,SAS PAROUX,SAS PAROUX,,5 Rue de la Fontaine au Brun 44570 Trignac,1985,11
44,NANTES,33435693800020,AA BEAUJOIRE HOTEL,AA BEAUJOIRE HOTEL,RESTAURANT LE BISTRONOME,15 Rue des Pays de la Loire 44300 Nantes,1985,11
44,SAINT HERBLAIN,34827540500028,SOCIETE NANTAISE D HOTELLERIE,SOCIETE NANTAISE D HOTELLERIE,,345 Boulevard Marcel Paul 44800 Saint-Herblain,1988,11
44,SAINT HERBLAIN,34948518500012,KERANN HOTEL,KERANN HOTEL,BRIT HOTEL KERANN,Rue Bobby Sands 44800 Saint-Herblain,1989,11
44,VIGNEUX DE BRETAGNE,32676824900012,ATLANTEL,ATLANTEL,BRIT HOTEL ATLANTEL,Le Pont de Pierre 44360 Vigneux-de-Bretagne,1983,11
44,GUERANDE,49953808000031,GHP CONSEILS,GHP CONSEILS,,1 Rue du Milan Noir 44350 Guérande,2007,11
44,NANTES,49822239700016,PB ATLANTIQUE,PB ATLANTIQUE,,9 Rue Maréchal de Lattre de Tassigny 44000 Nantes,2007,11
44,PORNICHET,43916240500013,MARCO-POLO,MARCO POLO,,42 Boulevard de la République 44380 Pornichet,2001,11
44,NANTES,47843727000026,HOTEL GRASLIN,HOTEL GRASLIN,BEST WESTERN,1 Rue Piron 44000 Nantes,2004,11
44,NANTES,47882509400038,HOTEL JULES VERNE,HOTEL JULES VERNE,ALL SEASONS,3 Rue du Couédic 44000 Nantes,2004,11
44,NANTES,44503065300015,L'ASTROLABE,L ASTROLABE,,3 Allée Duquesne 44000 Nantes,2003,11
44,BOUAYE,34960262300010,LES CHAMPS D AVAUX,LES CHAMPS D AVAUX,,Les Champs d'Avaux 44830 Bouaye,1989,11
44,TREILLIERES,37818230700017,FIRST HOTEL,FIRST HOTEL,IBIS,1 Rue Lavoisier 44119 Treillières,1990,11
44,NANTES,42986809400013,LE JAMTEL,LE JAMTEL,,6 Rue Henri IV 44000 Nantes,2000,11
44,ANCENIS,38091164400017,AKWABA,AKWABA,,Boulevard du Docteur Moutel 44150 Ancenis-Saint-Géréon,1991,11
44,CHAPELLE SUR ERDRE (LA),81373973700019,CW PORNIC,CW PORNIC,,30 Rue de l'Europe 44240 La Chapelle-sur-Erdre,2015,
44,PORNICHET,51365573800021,SOCIETE HOTELIERE DE PORNICHET,SOCIETE HOTELIERE DE PORNICHET,ESCALE OCEANIA,3 Avenue Louis Barthou 44380 Pornichet,2009,11
44,NANTES,75026232100029,SOCIETE HOTELIERE NANTES CHATEAU,SOCIETE HOTELIERE NANTES CHATEAU,OKKO HOTELS,15 bis Rue de Strasbourg 44000 Nantes,2012,11
44,BAULE ESCOUBLAC (LA),53101904000017,HOTEL GARDEN & SPA LA BAULE,HOTEL GARDEN SPA LA BAULE,,30 Avenue du Bois d'Amour 44500 La Baule-Escoublac,2010,11
44,NANTES,53320271900019,SOZO,SOZO,SOZO-HOTEL,16 Rue Frédéric Cailliaud 44000 Nantes,2011,11
44,NANTES,52924748800024,SOCIETE NANTAISE D'HOTELLERIE 6,SOCIETE NANTAISE D HOTELLERIE 6,,5 Rue du Moulin de la Halvêque 44300 Nantes,2010,11
44,PORT SAINT PERE,82866517400011,HOTEL NUIT DE RETZ,HOTEL NUIT DE RETZ,HOTEL NUIT DE RETZ,Rue de la Morinière 44710 Port-Saint-Père,2017,11
44,SAINT NAZAIRE,81781841200014,ZENITUDE SAINT-NAZAIRE,ZENITUDE SAINT NAZAIRE,ZENITUDE HOTEL & RESIDENCES LES PORTES DE L'OCEAN,47 Boulevard de la Libération 44600 Saint-Nazaire,2016,11
44,SAINT NAZAIRE,81806446100010,HOTEL DES TROENES,HOTEL DES TROENES,ECONUIT,5 Rue des Troènes 44600 Saint-Nazaire,2017,11
44,NANTES,85680076800017,HOTEL DES TROIS MARCHANDS,HOTEL DES TROIS MARCHANDS,,26 Rue Armand Brossard 44000 Nantes,1956,11
44,NANTES,49261867300015,HOTEL DE LA REGATE,HOTEL DE LA REGATE,,155 Route de Gachet 44300 Nantes,2006,11
44,SAINT SEBASTIEN SUR LOIRE,48911546900012,HOTELANANTES.NET,HOTELANANTES NET,,Avenue Jules Verne 44230 Saint-Sébastien-sur-Loire,2006,11
44,TRIGNAC,33099544000022,SOCIETE HOTEL GRIL DE TRIGNAC,SOCIETE HOTEL GRIL DE TRIGNAC,,Rue de la Fontaine au Brun 44570 Trignac,1984,11
44,PONTCHATEAU,30502528000010,HOTEL RESTAURANT LE RELAIS DE BEAULIEU,HOTEL RESTAURANT LE RELAIS DE BEAULIEU,,Beaulieu 44160 Pontchâteau,1976,11
44,NANTES,30651596600019,DUQUESNE HOTEL,DUQUESNE HOTEL,,12 Allée Duquesne 44000 Nantes,1976,11
44,NANTES,34409941100011,EURL HOTEL AMIRAL,EURL HOTEL AMIRAL,,26 bis Rue Scribe 44000 Nantes,1988,11
44,SAINTE LUCE SUR LOIRE,41317016800012,HOTEL GRIL DE SAINTE LUCE,HOTEL GRIL DE SAINTE LUCE,HOTEL INN DESIGN,Boulevard des Patureaux 44980 Sainte-Luce-sur-Loire,1997,11
44,ERBRAY,42876729700016,LA FERRIERE,LA FERRIERE,,Rue du Commun de la Motte 44110 Erbray,2000,11
44,NANTES,43042631200012,ASTORIA,ASTORIA,,11 Rue de Richebourg 44000 Nantes,2000,11
44,SAINT HERBLAIN,45387966000026,PORTOLOIN,PORTOLOIN,INTER-HOTEL,1 Rue des Piliers de la Chauvinière 44800 Saint-Herblain,2004,11
44,MACHECOUL SAINT MEME,39774200800030,EURL BADAU,EURL BADAU,,Le Baril 44270 Machecoul-Saint-Même,1994,11
44,CHATEAUBRIANT,35056079300019,ALLEAUME*CHRISTIAN/,MONSIEUR CHRISTIAN ALLEAUME,,23 Place de la Motte 44110 Châteaubriant,1989,11
44,NANTES,80879022400014,PERSEVERANCE,PERSEVERANCE,,27 Rue du Chemin Rouge 44300 Nantes,2015,11
44,NANTES,82525825400028,ZENITUDE NANTES LA BEAUJOIRE,ZENITUDE NANTES LA BEAUJOIRE,ZENITUDE HOTEL-RESIDENCES NANTES LA BEAUJOIRE,2 Rue des Citrines 44300 Nantes,2017,11
44,PORNIC,81843931700012,SEHDP,SEHDP,LE MAURITIA,12 Rue Jean Monnet 44210 Pornic,2016,11
44,NANTES,85580131200015,GRAND HOTEL DE PARIS,GRAND HOTEL DE PARIS,HOTEL POMMERAYE,2 Rue Boileau 44000 Nantes,1955,11
44,SORINIERES (LES),49514883500012,LA DILIGENCE,LA DILIGENCE,LA DILIGENCE,33 Rue de Nantes 44840 Les Sorinières,2007,03
44,CHATEAUBRIANT,50067298500016,HOTEL LE CHATEAUBRIANT,HOTEL LE CHATEAUBRIANT,LE CHATEAUBRIANT,30 Rue du 11 Novembre 44110 Châteaubriant,2007,03
44,GAVRE (LE),50101228000019,AUBERGE DE LA FORET SARL,AUBERGE DE LA FORET SARL,,La Maillardais 44130 Le Gâvre,2007,03
44,SAINT PERE EN RETZ,48906270300017,MALIK,MALIK,GRAND HOTEL,9 Place de la Mairie 44320 Saint-Père-en-Retz,2006,03
44,NANTES,33930802500032,MONCECCHI*ANDREE LUCILE/,MADAME ANDREE MONCECCHI,,9 Allée Commandant Charcot 44000 Nantes,1986,03
44,NANTES,34381220200020,AMANDINE LA BEAUJOIRE,AMANDINE LA BEAUJOIRE,,45 Boulevard des Batignolles 44300 Nantes,1988,03
44,SAINT HERBLAIN,50488747200026,FIMOP,FIMOP,ATLANTYS HOTEL,8 Rue des Cochardières 44800 Saint-Herblain,2008,03
44,NANTES,44424102000031,SARL HOTEL LE SURCOUF,SARL HOTEL LE SURCOUF,LE SURCOUF,38 Rue de Richebourg 44000 Nantes,2002,03
44,NANTES,44004257000026,CONSTELLA 2B,CONSTELLA 2B,,10 Place Viarme 44000 Nantes,2001,03
44,VERTOU,41925135000015,MPPA,MPPA,,53 Boulevard de l'Europe 44120 Vertou,1998,03
44,PORNIC,41398934400028,RESIDENCE SAINT JOSEPH,RESIDENCE SAINT JOSEPH,,Rue des Noelles 44210 Pornic,1997,03
44,BERNERIE EN RETZ (LA),41267094500028,BLIN*DESLANDES/MARIE-NOEL/,MADAME MARIE NOEL DESLANDES,,12 Rue Georges Clémenceau 44760 La Bernerie-en-Retz,1997,02
44,NANTES,48521395300014,SARL G.D.,SARL G D,,1 Rue de Belfort 44000 Nantes,2005,03
44,SAINT NAZAIRE,48258084200037,LE GASCOGNE,LE GASCOGNE,BY HOLIDAY INN EXPRESS,1 Rue de la Floride 44600 Saint-Nazaire,2005,03
44,PORNIC,44767683400016,SARL HOTEL DES ALIZES,SARL HOTEL DES ALIZES,,44 Rue du Général de Gaulle 44210 Pornic,2003,03
44,SAINT NAZAIRE,44970832000014,LE BERRY,LE BERRY,HOTEL LE BERRY - CHEZ TATA,1 Place Pierre Sémard 44600 Saint-Nazaire,2003,03
44,SAINT HERBLAIN,39785119700012,HOTEL RESIDENCE DE LA MARINE,HOTEL RESIDENCE DE LA MARINE,,Rue de la Rabotière 44800 Saint-Herblain,1994,03
