num_departement,commune,siret,denomination,nom,enseigne,adresse,date_creation,tranche_eff
44,THOUARE SUR LOIRE,81263336000027,SOCIETE DE GESTION DE LA RESIDENCE DE PORNICHET,SOCIETE DE GESTION DE LA RESIDENCE DE PORNICHET,,26 Rue du Moulin des Chalonges 44470 Thouaré-sur-Loire,2015,
44,SAINT PERE EN RETZ,80346536800014,GUCHET*OLIVIER/,MONSIEUR OLIVIER GUCHET,,2 La Missaudais 44320 Saint-Père-en-Retz,2014,
44,SAINT NAZAIRE,80429101100026,VALKYRIE,VALKYRIE,,45 Rue Jean Jaurès 44600 Saint-Nazaire,2014,
44,BATZ SUR MER,82516777800026,LA GEDE,LA GEDE,,60 Rue de Ker d'Abas 44740 Batz-sur-Mer,2017,
44,SAINTE LUCE SUR LOIRE,82902626900011,MALIROOM,MALIROOM,LOVE ROOM 44,Route de la Haie 44980 Sainte-Luce-sur-Loire,2017,
44,NANTES,81972334700012,FD HOME,FD HOME,,13 Avenue de la Pajaudière 44000 Nantes,2016,
44,CHAPELLE SUR ERDRE (LA),83309954200015,FERRAND*DELYE/NICOLE/,MADAME NICOLE DELYE,,34 Rue de la Rivière 44240 La Chapelle-sur-Erdre,2016,
44,NANTES,84458406000017,GNAOUI*SAIDI/FATOUM/,MADAME FATOUM SAIDI,LE MONDIAL,13 Allée Commandant Charcot 44000 Nantes,2017,
44,BAULE ESCOUBLAC (LA),85291870500017,L'ARAUCARIA,L ARAUCARIA,,15 Esplanade Benoît 44500 La Baule-Escoublac,2019,
44,PORNICHET,85316187500010,AMELMA,AMELMA,NORMANDY HOTEL,120 Avenue de Mazy 44380 Pornichet,2019,
44,NANTES,83460769900016,XRIS,XRIS,XRIS,1 Rue du Guesclin 44000 Nantes,2018,
44,NANTES,87999369900013,SAS NANTES CHEMIN ROUGE,SAS NANTES CHEMIN ROUGE,,23 Rue du Chemin Rouge 44300 Nantes,2020,
44,PORNIC,88125099700015,L'INSTANT PRESENT,L INSTANT PRESENT,,14 Rue du Plessis Allais 44210 Pornic,2020,
44,NANTES,88363715900012,BOUTIQUE HOTEL NOVELLA,BOUTIQUE HOTEL NOVELLA,,1 Quai de la Jonelière 44300 Nantes,2020,
44,POULIGUEN (LE),88375095200011,KER MAX,KER MAX,LE MONDES,13 Rue du Centre 44510 Le Pouliguen,2020,
44,NANTES,33496379000020,SIGEST 1,SIGEST 1,IBIS NANTES CENTRE GARE SUD,3 Allée Baco 44000 Nantes,1986,NN
44,NANTES,41158930200024,SARL BANANTES,SARL BANANTES,QUICK PALACE,6 Rue du Chemin Rouge 44300 Nantes,1997,NN
44,SAINT ANDRE DES EAUX,41771634700014,SARL CYNTHIA,SARL CYNTHIA,,Le Golf de Saint Denac 44117 Saint-André-des-Eaux,1998,NN
44,ORVAULT,40349052700039,MATOUBA,MATOUBA,,38 Rue Jules Verne 44700 Orvault,1995,NN
44,PORNICHET,41186385500036,SUD BRETAGNE,SUD BRETAGNE,,17 bis Avenue de Prieux 44380 Pornichet,1997,NN
44,SAINT ANDRE DES EAUX,41457570400021,SARL BOUILLON,SARL BOUILLON,,Le Golf de Saint Denac 44117 Saint-André-des-Eaux,1997,NN
44,NANTES,40436257600211,RESIDENCES SERVICES GESTION,RESIDENCES SERVICES GESTION,,4 Rue Émile Péhant 44000 Nantes,1996,NN
44,NANTES,40436257600310,RESIDENCES SERVICES GESTION,RESIDENCES SERVICES GESTION,,7 Chaussée de la Madeleine 44000 Nantes,1996,NN
44,NANTES,40436257600351,RESIDENCES SERVICES GESTION,RESIDENCES SERVICES GESTION,,41 Boulevard Albert Einstein 44300 Nantes,1996,NN
44,NANTES,40436257600435,RESIDENCES SERVICES GESTION,RESIDENCES SERVICES GESTION,,26 Rue du Champ de Tir 44300 Nantes,1996,
44,SAINTE LUCE SUR LOIRE,48041657700066,EUROPEENNE RESIDENCES SERVICES,EUROPEENNE RESIDENCES SERVICES,,13 Rue Marcel Dassault 44980 Sainte-Luce-sur-Loire,2005,NN
44,SAINT ANDRE DES EAUX,40316849500022,LF INVEST,LF INVEST,,Le Petit Brangouré - St-denac 44117 Saint-André-des-Eaux,1995,NN
44,SAINT ANDRE DES EAUX,38396505000024,SOC SERAQUI,SOC SERAQUI,,Le Golf de Saint Denac 44117 Saint-André-des-Eaux,1991,NN
44,SAINT ANDRE DES EAUX,38501856900025,SOCIETE VALINVEST,SOCIETE VALINVEST,,Route de Saint-denac 44117 Saint-André-des-Eaux,1992,NN
44,SAINT ANDRE DES EAUX,38237154000024,SOCIETE DEMARY,SOCIETE DEMARY,,Route de Saint-denac 44117 Saint-André-des-Eaux,1991,NN
44,PORNICHET,35318983000063,SOC DEVELOPPEMENT RESTAURATION,SOC DEVELOPPEMENT RESTAURATION,HOTEL KER JULIETTE,2 Avenue des Bleuets 44380 Pornichet,1990,NN
44,SAINT ANDRE DES EAUX,35261097600032,BAUCHART*JOEL YVES/,MONSIEUR JOEL BAUCHART,,Le Golf de Saint Denac 44117 Saint-André-des-Eaux,1989,NN
44,NANTES,30239426700140,SOCIETE D ETUDE ET DE PROMOTION HOTELIERE INTERNATIONALE,SOCIETE D ETUDE ET DE PROMOTION HOTELIERE INTERNATIONALE,IBIS,19 Rue Jean Jaurès 44000 Nantes,1975,NN
44,NANTES,52491948700016,SARL HB + NANTES,SARL HB NANTES,RESIDENCE QUALITY HOTEL ET SUITES,27 Rue du Chemin Rouge 44300 Nantes,2010,NN
44,BAULE ESCOUBLAC (LA),52972282900031,OTELISSIM,OTELISSIM,LE MARINI,22 Avenue Georges Clémenceau 44500 La Baule-Escoublac,2011,NN
44,BAULE ESCOUBLAC (LA),52972282900049,OTELISSIM,OTELISSIM,LA PALMERAIE,7 Avenue des Cormorans 44500 La Baule-Escoublac,2011,NN
44,GUERANDE,52972282900056,OTELISSIM,OTELISSIM,EUROCEAN,7 Place de Kerhillier 44350 Guérande,2011,NN
44,DONGES,77566642300089,ASS GEST INSTITUT SOC MARITIME,ASS GEST INSTITUT SOC MARITIME,CENTRE MARITIME,Zone Portuaire 44480 Donges,1900,NN
44,SAINT HERBLAIN,34513468800026,HOTELLERIE DE LA CHAUVINIERE,HOTELLERIE DE LA CHAUVINIERE,FORMULE 1,4 Rue des Piliers de la Chauvinière 44800 Saint-Herblain,1988,NN
44,SAINT ANDRE DES EAUX,41486615200021,EURL JUNI,EURL JUNI,,Le Petit Brangouré - St-denac 44117 Saint-André-des-Eaux,1997,NN
44,GUERANDE,40175631700038,RIGAULT*LOIC/,MONSIEUR LOIC RIGAULT,,2 Avenue de la Clairière 44350 Guérande,1995,NN
44,NANTES,40206971000901,SOCIETE D'INVESTISSEMENT MULTIMARQUES SIM,SOCIETE D INVESTISSEMENT MULTIMARQUES SIM,MERCURE NANTES CENTRE GRAND HOTEL,4 Rue du Couédic 44000 Nantes,1995,
44,SAINT ANDRE DES EAUX,38026197400022,SOCIETE MOCQUOT,SOCIETE MOCQUOT,,Le Golf de Saint Denac 44117 Saint-André-des-Eaux,1989,NN
44,PORNICHET,75073544100024,PORNICHET HOTELLERIE,PORNICHET HOTELLERIE,COUETT'HOTELS,5 Avenue du Gulf Stream 44380 Pornichet,2012,NN
44,VERTOU,81087784500026,FLORYVES,FLORYVES,,51 Route de Nantes 44120 Vertou,2015,NN
44,NANTES,50832115502473,PV RESIDENCES & RESORTS FRANCE,PV RESIDENCES RESORTS FRANCE,ADAGIO ACCESS NANTES VIARMES,42 Rue Russeil 44000 Nantes,2008,
44,SAINT HERBLAIN,49017612001260,APPART'CITY,APPART CITY,APPART'CITY,2 Rue Victor Schoelcher 44800 Saint-Herblain,2006,11
44,TURBALLE (LA),77563413201117,V V F VILLAGES,V V F VILLAGES,,Rue de la Croix de l'Anse 44420 La Turballe,1900,02
44,CROISIC (LE),45244038100567,SOCIETE D'EXPLOITATION DES RESIDENCES HOTELIERES RAIL,SOCIETE D EXPLOITATION DES RESIDENCES HOTELIERES RAIL,,Rue du Président René Coty 44490 Le Croisic,2004,02
44,NANTES,45244038101078,SOCIETE D'EXPLOITATION DES RESIDENCES HOTELIERES RAIL,SOCIETE D EXPLOITATION DES RESIDENCES HOTELIERES RAIL,,133 Boulevard Ernest Dalby 44000 Nantes,2004,03
44,BAULE ESCOUBLAC (LA),00578096000018,SOCIETE IMMOBILIERE TOURISTIQUE ET HOTELIERE DE LA BAULE EN ABREGE SITH LA BAULE,SOCIETE IMMOBILIERE TOURISTIQUE ET HOTELIERE DE LA BAULE EN ABREGE SITH LA BAULE,,Esplanade François André 44500 La Baule-Escoublac,1957,NN
44,BAULE ESCOUBLAC (LA),00578096000026,SOCIETE IMMOBILIERE TOURISTIQUE ET HOTELIERE DE LA BAULE EN ABREGE SITH LA BAULE,SOCIETE IMMOBILIERE TOURISTIQUE ET HOTELIERE DE LA BAULE EN ABREGE SITH LA BAULE,HOTEL ROYAL THALASSO,6 Avenue Pierre Loti 44500 La Baule-Escoublac,1957,22
44,BAULE ESCOUBLAC (LA),00578096000075,SOCIETE IMMOBILIERE TOURISTIQUE ET HOTELIERE DE LA BAULE EN ABREGE SITH LA BAULE,SOCIETE IMMOBILIERE TOURISTIQUE ET HOTELIERE DE LA BAULE EN ABREGE SITH LA BAULE,CASTEL MARIE-LOUISE,Avenue Heurteau 44500 La Baule-Escoublac,1957,12
44,BAULE ESCOUBLAC (LA),42486043500231,VACANCES BLEUES RESIDENCES,VACANCES BLEUES RESIDENCES,LA VILLA CAROLINE,46 Avenue des Lilas 44500 La Baule-Escoublac,1999,02
44,CHAPELLE SUR ERDRE (LA),37804750000343,B & B HOTELS,B B HOTELS,B & B HOTELS,Rue du Val de Gesvres 44240 La Chapelle-sur-Erdre,1990,
44,TRIGNAC,37804750000384,B & B HOTELS,B B HOTELS,B & B,Rue des Aigrettes 44570 Trignac,1990,NN
44,NANTES,37804750000582,B & B HOTELS,B B HOTELS,B & B HOTELS,Place Viarme 44000 Nantes,1990,NN
44,BOUGUENAIS,37804750000590,B & B HOTELS,B B HOTELS,B & B HOTELS,Rue Pierre Latécoère 44340 Bouguenais,1990,NN
44,NANTES,37804750000152,B & B HOTELS,B B HOTELS,B & B,82 Route de Paris 44300 Nantes,1990,02
44,SAINT HERBLAIN,37804750000988,B & B HOTELS,B B HOTELS,B & B HOTELS,Rue du Moulin de la Pâtissière 44800 Saint-Herblain,1990,
44,SAINT SEBASTIEN SUR LOIRE,37804750002166,B & B HOTELS,B B HOTELS,B&B HOTELS,Avenue Jules Verne 44230 Saint-Sébastien-sur-Loire,1990,
44,CHAPELLE SUR ERDRE (LA),39921545800023,WEST EVENTS NANTES ATLANTIQUE,WEST EVENTS NANTES ATLANTIQUE,WESTOTEL,Rue de la Vrière 44240 La Chapelle-sur-Erdre,1994,21
44,SAINT HERBLAIN,42230714000117,TENOTEL,TENOTEL,HOTEL NANTES,Impasse de la Roseraie 44800 Saint-Herblain,1999,03
44,NANTES,50073653300026,SAS HOTEL NANTES GESTION,SAS HOTEL NANTES GESTION,,6 Place Aristide Briand 44000 Nantes,2007,21
44,REZE,34880429500031,GESTION HOTELIERE H M,GESTION HOTELIERE H M,HOTEL PREMIERE CLASSE,Impasse Ordronneau 44400 Rezé,1988,03
44,REZE,34880429500049,GESTION HOTELIERE H M,GESTION HOTELIERE H M,HOTEL GRIL CAMPANILE,6 Impasse Ordronneau 44400 Rezé,1988,11
44,CHAPELLE SUR ERDRE (LA),45402394600220,SASU CAPWEST GROUPE,SASU CAPWEST GROUPE,,92 Rue du Leinster 44240 La Chapelle-sur-Erdre,2004,01
44,CARQUEFOU,45402394600246,SASU CAPWEST GROUPE,SASU CAPWEST GROUPE,,5 bis Rue Antarès 44470 Carquefou,2004,01
44,CARQUEFOU,45402394600253,SASU CAPWEST GROUPE,SASU CAPWEST GROUPE,,1 Rue Jupiter 44470 Carquefou,2004,
44,CARQUEFOU,45402394600154,SASU CAPWEST GROUPE,SASU CAPWEST GROUPE,,3 Rue Augustin Fresnel 44470 Carquefou,2004,01
44,SAUTRON,45402394600196,SASU CAPWEST GROUPE,SASU CAPWEST GROUPE,,Rue de la Hubonnière 44880 Sautron,2004,01
44,CARQUEFOU,45402394600204,SASU CAPWEST GROUPE,SASU CAPWEST GROUPE,,Allée de Maubreuil 44470 Carquefou,2004,01
44,CARQUEFOU,45402394600212,SASU CAPWEST GROUPE,SASU CAPWEST GROUPE,,Rue Joseph Cugnot 44470 Carquefou,2004,11
44,TRIGNAC,39254732900020,PLAISIR SAINT NAZAIRE INVEST HOTELS,PLAISIR SAINT NAZAIRE INVEST HOTELS,PREMIERE CLASSE,Rue du Petit Savine 44570 Trignac,1993,03
44,PORNIC,31377774000025,HOTEL RESTAURANT ANNE DE BRETAGNE,HOTEL RESTAURANT ANNE DE BRETAGNE,HOTEL BEAU SOLEIL,70 Quai Leray 44210 Pornic,1978,NN
44,NANTES,51112619500029,NANTES SAINT JACQUES INVEST HOTEL,NANTES SAINT JACQUES INVEST HOTEL,CAMPANILE,16 Boulevard Emile Gabory 44200 Nantes,2009,12
44,HERIC,53270053100025,CROISIERE DES LANDES,CROISIERE DES LANDES,L' ABREUVOIR,Rue des Garennes 44810 Héric,2011,12
44,POULIGUEN (LE),79949643500030,WEST EVENTS LE POULIGUEN,WEST EVENTS LE POULIGUEN,,6 Boulevard de la Libération 44510 Le Pouliguen,2013,00
44,MISSILLAC,31712169700013,HOTEL DE LA BRETESCHE,HOTEL DE LA BRETESCHE,HOTEL GOLF BRETESCHE,Lieu Dit la Bretesche 44780 Missillac,1979,12
44,SAINT SEBASTIEN SUR LOIRE,79939140400024,LHG NANTES,LHG NANTES,1ERE CLASSE,Avenue Jules Verne 44230 Saint-Sébastien-sur-Loire,2013,03
44,BAULE ESCOUBLAC (LA),77568815300060,ASS UNION SPORTIVE SOCIALE INTER MINIST,ASS UNION SPORTIVE SOCIALE INTER MINIST,HOTEL LE BETTINA,Avenue Bettine 44500 La Baule-Escoublac,1900,00
44,SAINT NAZAIRE,50026636600029,HOTEL DE LA PLAGE,HOTEL DE LA PLAGE,,37 Rue du Commandant Charcot 44600 Saint-Nazaire,2008,11
44,GUERANDE,50054704700026,HOTEL DE LA CITE,HOTEL DE LA CITE,,Rue de Kerbiniou 44350 Guérande,2008,11
44,NANTES,49822239700024,PB ATLANTIQUE,PB ATLANTIQUE,,11 Rue Maréchal de Lattre de Tassigny 44000 Nantes,2007,
44,NANTES,39193714100086,SOCIETE HOTELIERE DU LOGEMENT ETUDIANT,SOCIETE HOTELIERE DU LOGEMENT ETUDIANT,,175 Avenue Louis de Broglie 44300 Nantes,1993,03
44,NANTES,42986809400021,LE JAMTEL,LE JAMTEL,,5 Place de la Duchesse Anne 44000 Nantes,2000,
44,BAULE ESCOUBLAC (LA),81858733900024,C LES VAGUES,C LES VAGUES,LA PALMERAIE,7 Avenue des Cormorans 44500 La Baule-Escoublac,2016,11
44,PORNIC,81373973700027,CW PORNIC,CW PORNIC,,Rue du Val St Martin Ste Marie 44210 Pornic,2015,11
44,TRIGNAC,53084160000022,SOCIETE D'EXPLOITATION DES AURELIADES,SOCIETE D EXPLOITATION DES AURELIADES,,Avenue Barbara 44570 Trignac,2011,11
44,SAINT HERBLAIN,48911546900020,HOTELANANTES.NET,HOTELANANTES NET,B&B HOTELS,Rue du Moulin de la Pâtissière 44800 Saint-Herblain,2006,
44,NANTES,30651596600035,DUQUESNE HOTEL,DUQUESNE HOTEL,LE PETIT DUQUESNE HOTEL,5 Allée Duquesne 44000 Nantes,1976,NN
44,NANTES,30651596600043,DUQUESNE HOTEL,DUQUESNE HOTEL,RESIDENCE DUQUESNE,12 Rue du Marais 44000 Nantes,1976,
44,CARQUEFOU,50344432500156,PRIVILEGE HOTELS & RESORTS,PRIVILEGE HOTELS RESORTS,,134 Route de Carquefou 44470 Carquefou,2008,02
44,CARQUEFOU,41104310200028,HOTEL RESTAURANT DE NANTES,HOTEL RESTAURANT DE NANTES,RELAIS MARMOTTE,4 Rue de l'Hôtellerie 44470 Carquefou,1997,03
44,ORVAULT,39396698100036,AUBERGE DU FORUM,AUBERGE DU FORUM,,13 Rue Jules Verne 44700 Orvault,2004,03
44,BAULE ESCOUBLAC (LA),80508563600027,CW LA BAULE,CW LA BAULE,,10 Avenue de la Lieutenante 44500 La Baule-Escoublac,2014,NN
44,GUERANDE,79902382500034,SARL DG HOTELS GRAND OUEST,SARL DG HOTELS GRAND OUEST,,7 Place de Kerhillier 44350 Guérande,2013,02
44,TRIGNAC,83078811300025,HOTEL A SAINT-NAZAIRE.COM,HOTEL A SAINT NAZAIRE COM,B&B HOTELS,Rue des Aigrettes 44570 Trignac,2017,03
44,SAINT HERBLAIN,49359464200024,CAREVA,CAREVA,,Allée d'Aspin 44800 Saint-Herblain,2007,03
44,CHATEAUBRIANT,38529879900029,SNC HOTEL RESTAURANT DE CHATEAUBRIANT,SNC HOTEL RESTAURANT DE CHATEAUBRIANT,HOTEL MARMOTTE,Rue de Saint-malo 44110 Châteaubriant,1992,03
44,GUERANDE,52334167500024,HOTEL DE BREHADOUR,HOTEL DE BREHADOUR,,Route de Bréhadour 44350 Guérande,2010,03
44,BAULE ESCOUBLAC (LA),82242856100093,LA CLEF DECAMP,LA CLEF DECAMP,TY BRAZ,1 Place Notre-dame 44500 La Baule-Escoublac,2016,
44,NANTES,83515960900022,NANOTEL,NANOTEL,,Rue du Petit Chatelier 44300 Nantes,2018,03
44,MESANGER,51205904900035,ARMOR,ARMOR,,630 Rue de l'Industrie 44522 Mésanger,2009,
44,CROISIC (LE),49346075200022,SARL LES VIKINGS,SARL LES VIKINGS,HOTEL LES VIKINGS,Rue du Maréchal Foch 44490 Le Croisic,2007,02
44,NANTES,50302434100045,TAGERIM RESIDENCES ETUDIANTES,TAGERIM RESIDENCES ETUDIANTES,,2 Rue de la Grande Bretagne 44300 Nantes,2008,01
44,NANTES,52198175300028,NEWCO APPART NANTES CAMPUS,NEWCO APPART NANTES CAMPUS,CITY RESIDENCE,5 Rue Alfred Kastler 44300 Nantes,2010,02
44,NANTES,79990334900048,SEUTHES,SEUTHES,,82 Route de Paris 44300 Nantes,2014,02
44,CROISIC (LE),33157821100046,SARL LE FORT DE L OCEAN,SARL LE FORT DE L OCEAN,FORT DE L'OCEAN,Rond-point de la Reine 44490 Le Croisic,1985,02
44,SAINT NAZAIRE,81093641900029,RESID'ESCALE,RESID ESCALE,,35 Rue de l'Etoile du Matin 44600 Saint-Nazaire,2015,02
44,NANTES,83757252800029,L'HOTEL DU BOUFFAY,L HOTEL DU BOUFFAY,HOTEL SAINT DANIEL,4 Rue du Bouffay 44000 Nantes,2018,02
44,CROISIC (LE),49346073700023,SARL LES VENETES,SARL LES VENETES,LE VENETE,Boulevard Général Leclerc 44490 Le Croisic,2007,01
44,SAINT NAZAIRE,83128576200025,SAINT NAZAIRE APPART HOTEL,SAINT NAZAIRE APPART HOTEL,,39 Rue François Marceau 44600 Saint-Nazaire,2017,
44,NANTES,75341167700028,SATORI,SATORI,LE RICHEBOURG,16 Rue de Richebourg 44000 Nantes,2012,
44,POULIGUEN (LE),78818268100023,LE LICHEN,LE LICHEN,,64 Boulevard des Korrigans 44510 Le Pouliguen,1973,
44,POULIGUEN (LE),33771518900045,BOLLENGIER*DOMINIQUE JACQUES GUY/,MONSIEUR DOMINIQUE BOLLENGIER,,Boulevard de l'Atlantique 44510 Le Pouliguen,1986,NN
44,POULIGUEN (LE),00587345000026,AUDUREAU*JEAN CLAUDE/,MONSIEUR JEAN AUDUREAU,LES FARFADETS,28 Quai Jules Sandeau 44510 Le Pouliguen,1958,NN
44,SAINT LUMINE DE COUTAIS,80030464400027,LOUERAT*MONNIER/ODILE MARIE PIERRE THERESE/,MADAME ODILE MONNIER,,1 Le Bas Fief 44310 Saint-Lumine-de-Coutais,2014,
44,SAINTE LUCE SUR LOIRE,43152641700016,SOC NANTAISE D HOTELLERIE SNH 3,SOC NANTAISE D HOTELLERIE SNH 3,IBIS BUDGET,4 Rue Gustave Eiffel 44980 Sainte-Luce-sur-Loire,2000,00
44,BAULE ESCOUBLAC (LA),43365286400441,VACANCIEL,VACANCIEL,,Boulevard du Docteur René Dubois 44500 La Baule-Escoublac,2000,
44,BAULE ESCOUBLAC (LA),48118971000058,FONCINVEST,FONCINVEST,,145 Avenue du Maréchal de Lattre de Tassigny 44500 La Baule-Escoublac,2005,
44,NANTES,37811411000471,SOC COMMERCIALE HOTELS ECONOMIQUES,SOC COMMERCIALE HOTELS ECONOMIQUES,HOTELF1,Rue Albert Londres 44300 Nantes,1990,NN
44,TRIGNAC,37811411002097,SOC COMMERCIALE HOTELS ECONOMIQUES,SOC COMMERCIALE HOTELS ECONOMIQUES,HOTELF1,Rue du Petit Savine 44570 Trignac,1990,NN
44,SAINT HERBLAIN,52984781600020,SOCIETE DES HOTELS LOW COST DE NANTES - SAINT HERBLAIN,SOCIETE DES HOTELS LOW COST DE NANTES SAINT HERBLAIN,ETAP HOTEL,Avenue des Lions 44800 Saint-Herblain,2011,
44,BAULE ESCOUBLAC (LA),53880126700021,AYURVEDA BOOKING LTD,AYURVEDA BOOKING LTD,,70 Route de la Bosse 44500 La Baule-Escoublac,2011,
44,PORNIC,85192920800029,LE ROCHER DES MARAIS,LE ROCHER DES MARAIS,,13 Rue des Sablons 44210 Pornic,2019,
44,BAULE ESCOUBLAC (LA),84536175700022,SPORTSUP,SPORTSUP,,1 Avenue de Lyon 44500 La Baule-Escoublac,2019,
44,MACHECOUL SAINT MEME,88779077200024,LE MAS DES MARAIS,LE MAS DES MARAIS,,Rue de Challans 44270 Machecoul-Saint-Même,2020,
44,BAULE ESCOUBLAC (LA),79295557700020,RINEVAVI,RINEVAVI,,39 Avenue Georges Clémenceau 44500 La Baule-Escoublac,2013,
44,BAULE ESCOUBLAC (LA),83110289200021,HOTEL DE L'AMIRAUTE,HOTEL DE L AMIRAUTE,HOTEL DE L'AMIRAUTE,138 Avenue des Ondines 44500 La Baule-Escoublac,2017,
44,COUERON,82077618500028,SOCIETE HOTELIERE DE COUERON,SOCIETE HOTELIERE DE COUERON,IBIS BUDGET,Impasse de la Barrière Noire 44220 Couëron,2016,
